Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Supply_Demand_Ratio,Is_Peak_Hour,Demand_Urgency,Customer_Segment,Cancellation_Risk_Index
73,63,Suburban,silver,25,4.19,Afternoon,Economy,129,534.0181945871103,0.863013698630137,1,1,1,Moderate Risk
79,67,Rural,gold,56,4.01,Evening,Premium,151,501.2363000548165,0.8481012658227848,0,0,2,Moderate Risk
88,55,Rural,regular,56,4.0,Night,Premium,26,159.60691863182956,0.625,0,0,2,Moderate Risk
76,34,Suburban,silver,10,4.92,Morning,Economy,103,359.8010509571677,0.4473684210526316,1,1,1,Moderate Risk
49,30,Suburban,silver,80,3.74,Night,Economy,85,348.6695624527248,0.6122448979591837,0,0,2,Moderate Risk
100,64,Rural,regular,7,4.89,Night,Premium,115,490.5040759704239,0.64,0,0,0,Moderate Risk
87,26,Rural,gold,63,4.2,Morning,Premium,118,485.683239513509,0.2988505747126437,1,1,2,Moderate Risk
22,5,Rural,silver,93,4.85,Evening,Economy,99,424.9275101964327,0.2272727272727272,0,0,2,Low Risk
21,11,Rural,silver,23,3.76,Afternoon,Economy,12,40.442890652890384,0.5238095238095238,1,1,1,Moderate Risk
93,57,Suburban,regular,34,4.89,Morning,Premium,80,258.424915281181,0.6129032258064516,1,1,1,Low Risk
28,15,Rural,gold,90,4.25,Night,Premium,177,511.929390993806,0.5357142857142857,0,0,2,Moderate Risk
97,7,Urban,silver,22,3.74,Afternoon,Premium,147,441.74670095471794,0.0721649484536082,1,1,1,Moderate Risk
48,12,Urban,silver,51,4.63,Night,Premium,32,175.5180543386476,0.25,0,0,2,Low Risk
70,37,Urban,silver,10,3.65,Night,Premium,168,658.5834276725151,0.5285714285714286,0,0,1,Moderate Risk
78,12,Rural,silver,99,4.3,Afternoon,Economy,95,299.2909931126892,0.1538461538461538,1,1,2,Moderate Risk
25,7,Rural,regular,24,3.85,Evening,Premium,144,494.8027992189699,0.28,0,0,1,Moderate Risk
24,9,Urban,gold,6,4.05,Afternoon,Premium,69,223.51901195083727,0.375,1,1,2,High Risk
92,37,Rural,silver,7,4.92,Morning,Premium,103,434.5710508212173,0.4021739130434782,1,1,1,Moderate Risk
43,33,Rural,gold,16,4.01,Morning,Premium,159,630.4284012724294,0.7674418604651163,1,1,2,Moderate Risk
96,23,Urban,gold,8,4.23,Morning,Premium,90,445.1254111184949,0.2395833333333333,1,1,2,Moderate Risk
88,46,Rural,gold,35,4.89,Afternoon,Premium,72,361.98552095653855,0.5227272727272727,1,1,2,Low Risk
83,43,Suburban,regular,20,3.59,Morning,Economy,63,267.28219711727195,0.5180722891566265,1,1,1,Moderate Risk
50,29,Urban,regular,2,4.81,Morning,Economy,143,518.9547629602604,0.58,1,1,0,Moderate Risk
97,75,Urban,regular,15,4.94,Afternoon,Economy,163,575.4934491747886,0.7731958762886598,1,1,0,Moderate Risk
84,24,Suburban,regular,39,4.08,Afternoon,Economy,86,349.4432162449335,0.2857142857142857,1,1,1,Moderate Risk
68,40,Suburban,silver,58,4.64,Morning,Premium,68,279.2349662242834,0.5882352941176471,1,1,2,Low Risk
77,30,Urban,regular,99,4.7,Evening,Premium,179,689.7483154802385,0.3896103896103896,0,0,2,Low Risk
82,67,Urban,regular,13,4.43,Afternoon,Economy,33,88.76294359232648,0.8170731707317073,1,1,0,Moderate Risk
21,8,Suburban,gold,37,3.71,Evening,Premium,171,621.7963494961118,0.3809523809523809,0,0,2,Moderate Risk
75,24,Rural,regular,44,3.79,Night,Premium,72,307.621949405299,0.32,0,0,1,Moderate Risk
61,9,Urban,gold,74,3.98,Evening,Premium,32,172.41053126646165,0.1475409836065573,0,0,2,Moderate Risk
90,13,Suburban,regular,24,3.73,Afternoon,Economy,126,444.2453020895959,0.1444444444444444,1,1,1,Moderate Risk
100,21,Suburban,regular,20,3.52,Night,Premium,163,556.8967118375435,0.21,0,0,1,Moderate Risk
93,31,Suburban,gold,13,3.58,Afternoon,Premium,101,355.3245754797394,0.3333333333333333,1,1,2,Moderate Risk
92,14,Urban,silver,57,3.73,Morning,Premium,133,474.99773906008016,0.1521739130434782,1,1,2,Moderate Risk
61,12,Rural,gold,59,4.72,Afternoon,Premium,178,581.9712306098094,0.1967213114754098,1,1,2,Low Risk
53,12,Suburban,gold,79,3.6,Night,Premium,154,663.4393972369916,0.2264150943396226,0,0,2,Moderate Risk
55,21,Urban,regular,20,3.56,Night,Premium,134,519.469492374694,0.3818181818181818,0,0,1,Moderate Risk
57,45,Rural,gold,78,4.43,Afternoon,Premium,112,397.6919501475396,0.7894736842105263,1,1,2,Moderate Risk
34,8,Suburban,silver,51,4.09,Afternoon,Premium,130,388.1122298927073,0.2352941176470588,1,1,2,Moderate Risk
50,11,Suburban,silver,19,4.87,Morning,Economy,144,591.1000759572743,0.22,1,1,1,Moderate Risk
35,22,Rural,silver,82,3.79,Afternoon,Economy,174,586.7988633141081,0.6285714285714286,1,1,2,Moderate Risk
43,14,Suburban,regular,1,3.53,Night,Premium,134,648.9097429236178,0.3255813953488372,0,0,0,High Risk
50,25,Suburban,silver,19,4.32,Night,Economy,176,746.3391324597457,0.5,0,0,1,Moderate Risk
55,19,Urban,regular,64,4.34,Morning,Premium,129,555.0976877626003,0.3454545454545454,1,1,2,Moderate Risk
93,67,Urban,silver,21,4.88,Night,Premium,87,417.91314129159,0.7204301075268817,0,0,1,Moderate Risk
94,69,Urban,silver,86,4.12,Morning,Premium,18,97.80093621671637,0.7340425531914894,1,1,2,Moderate Risk
70,60,Urban,regular,57,4.05,Afternoon,Premium,43,193.0891119987856,0.8571428571428571,1,1,2,Moderate Risk
36,25,Suburban,regular,61,3.64,Night,Economy,132,492.4640116460618,0.6944444444444444,0,0,2,Moderate Risk
37,9,Suburban,silver,73,4.8,Morning,Economy,124,408.81562882076287,0.2432432432432432,1,1,2,Low Risk
68,46,Urban,gold,8,4.21,Afternoon,Economy,116,364.1617948077249,0.6764705882352942,1,1,2,Moderate Risk
77,15,Suburban,regular,47,4.47,Morning,Economy,66,228.64349787316,0.1948051948051948,1,1,1,Moderate Risk
27,12,Suburban,silver,64,4.7,Evening,Economy,149,667.9464280068869,0.4444444444444444,0,0,2,Low Risk
90,56,Suburban,silver,61,4.38,Night,Premium,91,410.34270896598935,0.6222222222222222,0,0,2,Moderate Risk
46,23,Suburban,regular,19,4.92,Afternoon,Economy,169,710.4192641684332,0.5,1,1,0,Moderate Risk
96,80,Urban,regular,47,3.77,Morning,Economy,70,177.20306582722415,0.8333333333333334,1,1,1,Moderate Risk
80,6,Rural,silver,43,4.81,Night,Economy,24,74.32837977574499,0.075,0,0,1,Low Risk
80,31,Suburban,silver,91,4.61,Evening,Premium,127,392.3027600530253,0.3875,0,0,2,Low Risk
64,25,Suburban,silver,85,4.46,Afternoon,Premium,37,168.61019430479575,0.390625,1,1,2,Moderate Risk
57,42,Rural,silver,36,3.59,Afternoon,Premium,167,587.2581373063812,0.7368421052631579,1,1,1,Moderate Risk
52,7,Rural,silver,57,4.82,Night,Economy,180,563.9803272683639,0.1346153846153846,0,0,2,Low Risk
69,56,Urban,regular,73,4.02,Night,Premium,116,352.3474982568331,0.8115942028985508,0,0,2,Moderate Risk
67,54,Suburban,regular,53,3.67,Morning,Economy,110,415.3075369486595,0.8059701492537313,1,1,2,Moderate Risk
25,7,Rural,silver,13,4.07,Afternoon,Premium,60,204.215843297379,0.28,1,1,1,Moderate Risk
80,35,Rural,regular,29,4.49,Night,Economy,79,319.6520700676685,0.4375,0,0,1,Moderate Risk
73,6,Suburban,silver,5,4.03,Night,Premium,71,362.05333073474793,0.0821917808219178,0,0,1,High Risk
24,6,Urban,regular,65,4.29,Afternoon,Premium,106,387.4755378090192,0.25,1,1,2,Moderate Risk
37,14,Rural,gold,18,4.36,Evening,Economy,85,348.8532987245396,0.3783783783783784,0,0,2,Moderate Risk
27,6,Rural,regular,74,4.75,Afternoon,Premium,157,732.2985126943609,0.2222222222222222,1,1,2,Low Risk
23,11,Urban,regular,11,4.86,Afternoon,Economy,133,343.6721333865543,0.4782608695652174,1,1,0,Moderate Risk
42,8,Rural,gold,12,4.79,Morning,Premium,166,599.7162532373392,0.1904761904761904,1,1,2,Moderate Risk
74,39,Urban,silver,11,3.65,Morning,Economy,173,484.75453888236336,0.527027027027027,1,1,1,Moderate Risk
68,30,Urban,regular,28,4.69,Night,Premium,134,581.1514565564086,0.4411764705882353,0,0,1,Moderate Risk
59,9,Suburban,silver,30,4.83,Afternoon,Economy,140,603.3651642705413,0.1525423728813559,1,1,1,Low Risk
89,75,Rural,silver,76,4.39,Evening,Economy,110,369.8546414878244,0.8426966292134831,0,0,2,Moderate Risk
81,35,Suburban,regular,45,4.11,Night,Economy,174,708.8801421484817,0.4320987654320987,0,0,1,Moderate Risk
33,8,Suburban,regular,74,4.52,Morning,Premium,56,205.83755050869485,0.2424242424242424,1,1,2,Low Risk
75,28,Urban,gold,49,4.46,Night,Economy,163,684.5607033083106,0.3733333333333333,0,0,2,Moderate Risk
87,48,Suburban,silver,95,4.73,Morning,Economy,162,453.2541298779704,0.5517241379310345,1,1,2,Low Risk
56,37,Suburban,silver,96,3.83,Afternoon,Premium,130,412.5848379812361,0.6607142857142857,1,1,2,Moderate Risk
75,32,Urban,silver,20,3.69,Evening,Premium,96,440.4442377359072,0.4266666666666667,0,0,1,Moderate Risk
99,54,Rural,silver,96,3.77,Afternoon,Premium,61,241.6407113776789,0.5454545454545454,1,1,2,Moderate Risk
33,16,Rural,regular,81,4.08,Afternoon,Premium,50,201.2925318937432,0.4848484848484848,1,1,2,Moderate Risk
41,28,Rural,gold,89,4.47,Evening,Premium,45,220.05114029296504,0.6829268292682927,0,0,2,Moderate Risk
55,19,Suburban,silver,74,3.51,Morning,Economy,173,702.9134159653358,0.3454545454545454,1,1,2,Moderate Risk
93,51,Rural,silver,12,4.98,Morning,Premium,90,431.42166025583447,0.5483870967741935,1,1,1,Moderate Risk
54,35,Urban,silver,11,4.49,Afternoon,Premium,96,466.8626810645626,0.6481481481481481,1,1,1,Moderate Risk
34,20,Urban,gold,21,4.15,Morning,Premium,158,445.1263611668488,0.5882352941176471,1,1,2,Moderate Risk
86,18,Suburban,silver,61,4.3,Afternoon,Premium,126,441.6378571357946,0.2093023255813953,1,1,2,Moderate Risk
85,27,Suburban,gold,8,4.11,Night,Premium,157,669.5210116683382,0.3176470588235294,0,0,2,High Risk
74,5,Suburban,regular,80,3.63,Night,Economy,134,354.3852115042604,0.0675675675675675,0,0,2,Moderate Risk
63,53,Rural,gold,33,4.33,Afternoon,Economy,175,489.7125242986789,0.8412698412698413,1,1,2,Moderate Risk
55,13,Suburban,silver,45,3.71,Morning,Premium,40,222.56858200356248,0.2363636363636363,1,1,1,Moderate Risk
100,66,Suburban,gold,27,3.53,Evening,Premium,106,412.2556067980849,0.66,0,0,2,Moderate Risk
51,27,Urban,gold,86,3.82,Evening,Premium,152,472.21573527678265,0.5294117647058824,0,0,2,Moderate Risk
37,10,Urban,silver,33,4.86,Afternoon,Economy,44,179.93988033973832,0.2702702702702703,1,1,1,Low Risk
99,71,Suburban,gold,3,4.63,Morning,Premium,100,308.9111533232364,0.7171717171717171,1,1,2,Moderate Risk
54,24,Rural,silver,85,3.79,Evening,Economy,102,306.3142432341152,0.4444444444444444,0,0,2,Moderate Risk
30,7,Rural,gold,57,4.27,Morning,Premium,69,224.46487829301583,0.2333333333333333,1,1,2,Moderate Risk
84,56,Urban,silver,71,4.56,Evening,Premium,15,101.07378646994935,0.6666666666666666,0,0,2,Low Risk
49,14,Suburban,silver,55,4.43,Morning,Premium,131,633.4966221375331,0.2857142857142857,1,1,2,Moderate Risk
86,10,Urban,silver,98,4.8,Morning,Economy,18,62.87509273644356,0.1162790697674418,1,1,2,Low Risk
48,24,Rural,gold,17,3.98,Afternoon,Economy,29,92.03104706108972,0.5,1,1,2,Moderate Risk
67,18,Urban,silver,78,3.81,Morning,Premium,22,106.7358926414302,0.2686567164179104,1,1,2,Moderate Risk
100,16,Rural,gold,96,3.65,Night,Premium,163,560.6703257140985,0.16,0,0,2,Moderate Risk
79,7,Rural,silver,31,4.82,Night,Economy,100,322.9000694955284,0.0886075949367088,0,0,1,Low Risk
99,9,Rural,silver,33,4.98,Afternoon,Economy,110,292.33936093553586,0.0909090909090909,1,1,1,Low Risk
34,24,Urban,silver,3,4.41,Morning,Economy,97,242.7517170048808,0.7058823529411765,1,1,1,Moderate Risk
54,21,Urban,silver,23,4.44,Evening,Premium,136,442.7796305981407,0.3888888888888889,0,0,1,Moderate Risk
77,43,Suburban,regular,73,4.07,Afternoon,Premium,131,505.54671645728143,0.5584415584415584,1,1,2,Moderate Risk
80,21,Urban,regular,85,4.21,Morning,Premium,146,474.9171617926677,0.2625,1,1,2,Moderate Risk
74,54,Urban,regular,16,4.35,Afternoon,Premium,147,617.434678434942,0.7297297297297297,1,1,0,Moderate Risk
57,38,Urban,regular,31,3.97,Morning,Premium,64,294.8553699465021,0.6666666666666666,1,1,1,Moderate Risk
97,66,Urban,silver,90,3.6,Evening,Premium,150,717.467322019467,0.6804123711340206,0,0,2,Moderate Risk
52,14,Suburban,gold,97,4.83,Evening,Premium,66,266.9772170141728,0.2692307692307692,0,0,2,Low Risk
51,37,Rural,regular,34,4.64,Afternoon,Economy,100,383.3711770715268,0.7254901960784313,1,1,1,Low Risk
87,52,Urban,gold,15,3.57,Night,Economy,66,266.4336179135411,0.5977011494252874,0,0,2,Moderate Risk
91,42,Suburban,silver,76,4.96,Morning,Economy,86,336.39439243010713,0.4615384615384615,1,1,2,Low Risk
85,34,Rural,regular,66,4.59,Morning,Premium,163,764.8593556145701,0.4,1,1,2,Low Risk
57,21,Rural,silver,28,4.93,Night,Economy,141,588.6941797749441,0.3684210526315789,0,0,1,Moderate Risk
28,8,Urban,regular,67,3.78,Afternoon,Premium,58,305.2426676647312,0.2857142857142857,1,1,2,Moderate Risk
58,30,Urban,regular,32,4.14,Night,Economy,75,256.37380365626416,0.5172413793103449,0,0,1,Moderate Risk
31,9,Rural,gold,18,4.42,Morning,Premium,114,461.0193485856391,0.2903225806451613,1,1,2,Moderate Risk
27,11,Suburban,gold,88,4.5,Evening,Premium,144,581.7472844259253,0.4074074074074074,0,0,2,Low Risk
90,75,Urban,gold,88,4.1,Afternoon,Economy,106,472.5465909334413,0.8333333333333334,1,1,2,Moderate Risk
54,8,Suburban,regular,41,3.89,Morning,Economy,168,573.4835718398938,0.1481481481481481,1,1,1,Moderate Risk
23,9,Suburban,silver,50,3.84,Evening,Premium,34,192.3850221961644,0.391304347826087,0,0,1,Moderate Risk
94,64,Urban,regular,62,4.87,Night,Economy,166,744.0359811402852,0.6808510638297872,0,0,2,Low Risk
86,20,Suburban,silver,51,3.75,Morning,Premium,110,412.25746306035046,0.2325581395348837,1,1,2,Moderate Risk
79,55,Suburban,regular,91,4.39,Morning,Economy,48,189.5605649707772,0.6962025316455697,1,1,2,Moderate Risk
73,13,Urban,regular,93,3.95,Night,Economy,90,357.0434721850994,0.1780821917808219,0,0,2,Moderate Risk
74,23,Urban,regular,45,4.07,Morning,Premium,99,417.1740953777763,0.3108108108108108,1,1,1,Moderate Risk
26,11,Urban,gold,10,4.22,Morning,Premium,69,314.84471031916905,0.4230769230769231,1,1,2,Moderate Risk
99,30,Urban,regular,74,4.21,Morning,Premium,160,629.9546011362719,0.303030303030303,1,1,2,Moderate Risk
80,42,Urban,gold,85,4.22,Night,Economy,131,473.5617540035448,0.525,0,0,2,Moderate Risk
78,35,Rural,regular,5,4.35,Evening,Premium,100,317.88095784682014,0.4487179487179487,0,0,0,Moderate Risk
63,6,Urban,gold,29,4.79,Evening,Premium,24,132.49921949173307,0.0952380952380952,0,0,2,Moderate Risk
25,8,Rural,regular,30,4.44,Night,Economy,115,430.7858509781543,0.32,0,0,1,Moderate Risk
100,50,Urban,regular,20,4.14,Evening,Economy,127,350.2265835541767,0.5,0,0,1,Moderate Risk
46,8,Urban,silver,32,4.81,Afternoon,Economy,112,466.42747932165264,0.1739130434782608,1,1,1,Low Risk
59,29,Urban,regular,90,4.3,Night,Economy,145,651.7303890276737,0.4915254237288136,0,0,2,Moderate Risk
21,11,Rural,gold,18,4.2,Morning,Premium,49,266.34807324582846,0.5238095238095238,1,1,2,Moderate Risk
64,7,Rural,silver,48,4.67,Evening,Economy,64,266.38537677090085,0.109375,0,0,1,Low Risk
52,22,Suburban,gold,72,3.6,Morning,Premium,101,303.803226426852,0.4230769230769231,1,1,2,Moderate Risk
100,56,Suburban,silver,67,4.2,Evening,Economy,169,461.9661913503604,0.56,0,0,2,Moderate Risk
83,72,Rural,regular,25,4.62,Night,Premium,45,201.0575405594342,0.8674698795180723,0,0,1,Moderate Risk
89,10,Rural,silver,36,4.12,Afternoon,Premium,13,94.21444738997974,0.1123595505617977,1,1,1,Moderate Risk
100,37,Rural,silver,47,4.7,Afternoon,Economy,142,546.8574476673242,0.37,1,1,1,Low Risk
71,7,Urban,gold,31,4.83,Morning,Premium,60,292.74683013160404,0.0985915492957746,1,1,2,Low Risk
94,26,Suburban,regular,0,3.94,Afternoon,Premium,40,150.90603765991335,0.2765957446808511,1,1,0,High Risk
52,23,Urban,regular,41,4.23,Evening,Economy,134,534.90663340905,0.4423076923076923,0,0,1,Moderate Risk
27,15,Urban,silver,31,4.95,Afternoon,Economy,103,315.2654030422818,0.5555555555555556,1,1,1,Low Risk
88,62,Urban,regular,62,4.82,Afternoon,Economy,162,601.2360266422271,0.7045454545454546,1,1,2,Low Risk
48,38,Suburban,silver,64,4.97,Night,Premium,152,701.4695729515377,0.7916666666666666,0,0,2,Low Risk
53,35,Suburban,regular,1,3.67,Morning,Premium,88,392.0078846224547,0.660377358490566,1,1,0,High Risk
31,12,Suburban,gold,34,4.7,Night,Economy,105,331.8375249153692,0.3870967741935484,0,0,2,Low Risk
56,34,Suburban,silver,1,4.56,Afternoon,Economy,121,307.5259290756184,0.6071428571428571,1,1,1,Moderate Risk
48,35,Rural,gold,47,4.26,Morning,Economy,26,68.27174499943663,0.7291666666666666,1,1,2,Moderate Risk
93,66,Suburban,silver,22,3.91,Night,Economy,180,765.4397485645513,0.7096774193548387,0,0,1,Moderate Risk
49,18,Rural,silver,62,4.92,Afternoon,Economy,62,168.36628924698925,0.3673469387755102,1,1,2,Low Risk
72,33,Rural,gold,63,4.25,Evening,Economy,132,351.7736189685264,0.4583333333333333,0,0,2,Moderate Risk
62,11,Suburban,gold,37,4.23,Morning,Premium,71,363.3457529659053,0.1774193548387097,1,1,2,Moderate Risk
39,15,Suburban,regular,53,4.6,Evening,Premium,38,201.7146762833217,0.3846153846153846,0,0,2,Low Risk
67,56,Urban,gold,49,4.22,Afternoon,Premium,23,121.43999901863724,0.835820895522388,1,1,2,Moderate Risk
88,15,Urban,regular,39,4.51,Afternoon,Economy,137,598.7750233051204,0.1704545454545454,1,1,1,Low Risk
29,16,Urban,silver,75,4.11,Morning,Premium,80,371.1242881043308,0.5517241379310345,1,1,2,Moderate Risk
100,24,Urban,silver,88,4.49,Night,Economy,56,173.66696747925593,0.24,0,0,2,Moderate Risk
98,43,Suburban,gold,62,4.98,Morning,Economy,130,538.5185280064754,0.4387755102040816,1,1,2,Low Risk
35,10,Rural,gold,40,3.54,Night,Economy,75,281.9625670059949,0.2857142857142857,0,0,2,Moderate Risk
58,14,Rural,gold,10,3.77,Morning,Economy,95,258.01445968829404,0.2413793103448276,1,1,2,Moderate Risk
22,7,Urban,gold,53,4.43,Morning,Premium,98,476.2019961536034,0.3181818181818182,1,1,2,Moderate Risk
84,37,Suburban,regular,94,3.83,Night,Economy,28,124.64550323605349,0.4404761904761904,0,0,2,Moderate Risk
91,14,Suburban,silver,19,4.78,Night,Premium,19,111.11271494112724,0.1538461538461538,0,0,1,Moderate Risk
56,29,Urban,gold,67,4.49,Afternoon,Economy,125,421.8171879075184,0.5178571428571429,1,1,2,Moderate Risk
97,21,Rural,regular,36,3.72,Evening,Premium,23,134.0510144913575,0.2164948453608247,0,0,1,Moderate Risk
57,47,Urban,gold,26,3.8,Morning,Economy,30,132.4032477391118,0.8245614035087719,1,1,2,Moderate Risk
94,27,Suburban,silver,100,3.6,Night,Premium,172,547.9814624298182,0.2872340425531915,0,0,2,Moderate Risk
84,6,Suburban,gold,24,3.74,Morning,Economy,68,281.96824577029594,0.0714285714285714,1,1,2,Moderate Risk
40,11,Rural,silver,1,4.24,Night,Premium,35,182.46632143825187,0.275,0,0,1,Moderate Risk
65,36,Suburban,silver,20,4.39,Night,Premium,87,313.7742265682814,0.5538461538461539,0,0,1,Moderate Risk
35,22,Urban,silver,28,4.88,Afternoon,Premium,116,422.8866610257602,0.6285714285714286,1,1,1,Moderate Risk
40,30,Urban,regular,67,4.03,Evening,Premium,143,529.6967147126813,0.75,0,0,2,Moderate Risk
61,45,Urban,silver,6,4.99,Evening,Economy,10,25.993449448411635,0.7377049180327869,0,0,1,Moderate Risk
50,14,Urban,gold,98,3.52,Night,Premium,109,351.5699575243088,0.28,0,0,2,Moderate Risk
98,25,Suburban,silver,30,4.76,Afternoon,Economy,60,154.68715967826247,0.2551020408163265,1,1,1,Low Risk
54,37,Suburban,regular,41,4.69,Afternoon,Premium,16,106.59208227583191,0.6851851851851852,1,1,1,Low Risk
37,13,Rural,regular,31,4.66,Afternoon,Economy,35,132.1665679180113,0.3513513513513513,1,1,1,Low Risk
78,41,Urban,silver,12,4.99,Afternoon,Economy,22,76.224961221763,0.5256410256410257,1,1,1,Moderate Risk
84,21,Rural,gold,88,3.5,Afternoon,Economy,146,598.9400399823005,0.25,1,1,2,Moderate Risk
44,32,Suburban,silver,51,4.2,Afternoon,Premium,168,563.1508995670627,0.7272727272727273,1,1,2,Moderate Risk
25,11,Urban,silver,92,3.91,Night,Economy,115,310.1546162756803,0.44,0,0,2,Moderate Risk
38,13,Urban,gold,38,4.46,Evening,Premium,28,145.13756861567325,0.3421052631578947,0,0,2,Moderate Risk
85,25,Urban,silver,21,4.03,Morning,Economy,73,323.5576857599395,0.2941176470588235,1,1,1,Moderate Risk
31,13,Suburban,gold,87,4.04,Evening,Economy,11,31.5656761621252,0.4193548387096774,0,0,2,Moderate Risk
67,6,Rural,regular,25,4.45,Evening,Premium,31,144.46263762346956,0.0895522388059701,0,0,1,Moderate Risk
77,11,Rural,silver,70,3.82,Night,Premium,63,252.4930471020809,0.1428571428571428,0,0,2,Moderate Risk
32,11,Suburban,silver,30,3.53,Afternoon,Premium,32,146.51277441611944,0.34375,1,1,1,Moderate Risk
71,30,Rural,regular,60,4.83,Evening,Premium,156,501.801349985356,0.4225352112676056,0,0,2,Low Risk
65,38,Urban,regular,13,4.77,Morning,Premium,132,610.7325514755008,0.5846153846153846,1,1,0,Moderate Risk
64,29,Urban,silver,66,3.79,Night,Premium,37,194.2623993646844,0.453125,0,0,2,Moderate Risk
48,38,Urban,silver,45,4.17,Afternoon,Economy,87,318.2101259853132,0.7916666666666666,1,1,1,Moderate Risk
76,42,Rural,gold,95,3.93,Morning,Economy,180,512.6251102173163,0.5526315789473685,1,1,2,Moderate Risk
76,53,Urban,regular,77,3.67,Afternoon,Premium,179,555.8919187631545,0.6973684210526315,1,1,2,Moderate Risk
71,14,Suburban,silver,8,4.44,Night,Economy,76,242.1588607696964,0.1971830985915492,0,0,1,Moderate Risk
76,9,Urban,silver,64,4.16,Evening,Economy,10,41.40499127744981,0.1184210526315789,0,0,2,Moderate Risk
51,14,Rural,gold,16,3.51,Night,Premium,30,180.88655372559683,0.2745098039215686,0,0,2,Moderate Risk
88,38,Rural,gold,29,3.73,Evening,Premium,167,537.8971058809161,0.4318181818181818,0,0,2,Moderate Risk
60,24,Rural,gold,5,3.79,Afternoon,Premium,154,556.6629286327259,0.4,1,1,2,High Risk
73,55,Rural,regular,55,4.2,Afternoon,Economy,52,158.5563431447304,0.7534246575342466,1,1,2,Moderate Risk
23,10,Urban,silver,80,3.88,Afternoon,Economy,22,59.4454065021933,0.4347826086956521,1,1,2,Moderate Risk
74,27,Suburban,silver,51,3.75,Morning,Premium,111,334.1449975015087,0.3648648648648648,1,1,2,Moderate Risk
49,6,Suburban,gold,18,4.41,Night,Premium,148,443.7750198288772,0.1224489795918367,0,0,2,Moderate Risk
31,8,Rural,gold,7,3.57,Night,Economy,35,145.24203735141535,0.2580645161290322,0,0,2,High Risk
57,46,Rural,regular,42,4.39,Morning,Economy,56,210.6317666138125,0.8070175438596491,1,1,1,Moderate Risk
64,19,Suburban,regular,35,4.02,Afternoon,Economy,39,152.22919256822726,0.296875,1,1,1,Moderate Risk
86,76,Suburban,regular,84,4.99,Night,Economy,149,612.446726848697,0.8837209302325582,0,0,2,Low Risk
54,28,Suburban,regular,73,3.56,Morning,Premium,51,250.28588237277447,0.5185185185185185,1,1,2,Moderate Risk
85,37,Rural,gold,10,3.76,Night,Premium,61,309.08254473187293,0.4352941176470588,0,0,2,Moderate Risk
58,15,Rural,regular,14,4.76,Night,Premium,12,94.1609176991503,0.2586206896551724,0,0,0,Moderate Risk
96,27,Rural,gold,21,4.37,Night,Premium,57,243.93730652889337,0.28125,0,0,2,Moderate Risk
58,31,Suburban,silver,32,4.87,Evening,Premium,85,331.19305388667465,0.5344827586206896,0,0,1,Low Risk
77,45,Suburban,silver,88,4.16,Morning,Economy,151,595.2312211886215,0.5844155844155844,1,1,2,Moderate Risk
93,73,Rural,regular,78,3.81,Night,Premium,106,465.962681649944,0.7849462365591398,0,0,2,Moderate Risk
44,11,Rural,regular,56,3.83,Afternoon,Premium,18,104.75201005936664,0.25,1,1,2,Moderate Risk
20,10,Rural,regular,54,4.12,Morning,Premium,168,784.0551260339382,0.5,1,1,2,Moderate Risk
70,40,Suburban,regular,9,3.77,Evening,Economy,130,382.9299378688001,0.5714285714285714,0,0,0,High Risk
42,12,Rural,gold,92,4.5,Afternoon,Economy,123,319.2967130915861,0.2857142857142857,1,1,2,Low Risk
87,33,Rural,regular,53,4.15,Evening,Economy,143,640.1373391067773,0.3793103448275862,0,0,2,Moderate Risk
70,43,Suburban,gold,47,4.31,Morning,Economy,57,243.4933853851045,0.6142857142857143,1,1,2,Moderate Risk
61,15,Urban,gold,29,4.49,Afternoon,Economy,32,135.005874109167,0.2459016393442623,1,1,2,Moderate Risk
71,36,Suburban,silver,69,4.37,Morning,Economy,110,392.9639432866157,0.5070422535211268,1,1,2,Moderate Risk
81,33,Suburban,regular,41,4.93,Afternoon,Premium,162,617.2885000560723,0.4074074074074074,1,1,1,Low Risk
87,64,Rural,silver,69,4.55,Evening,Premium,65,310.7883994951958,0.735632183908046,0,0,2,Low Risk
85,65,Suburban,regular,73,4.65,Afternoon,Premium,165,770.0708908209459,0.7647058823529411,1,1,2,Low Risk
91,65,Urban,regular,40,3.58,Evening,Economy,141,373.50470759834695,0.7142857142857143,0,0,1,Moderate Risk
83,57,Rural,silver,80,4.6,Night,Premium,172,814.4195559447121,0.6867469879518072,0,0,2,Low Risk
64,10,Suburban,gold,75,3.61,Morning,Premium,155,473.34669329802574,0.15625,1,1,2,Moderate Risk
69,22,Rural,silver,25,4.41,Night,Premium,74,266.76777889406367,0.3188405797101449,0,0,1,Moderate Risk
37,12,Rural,silver,15,3.73,Evening,Economy,142,369.36165888010754,0.3243243243243243,0,0,1,Moderate Risk
93,28,Urban,silver,63,3.9,Evening,Economy,38,111.72394123957052,0.3010752688172043,0,0,2,Moderate Risk
66,49,Rural,gold,42,4.56,Afternoon,Economy,124,429.94835612457183,0.7424242424242424,1,1,2,Low Risk
47,36,Rural,silver,100,4.2,Morning,Economy,103,414.77830030238334,0.7659574468085106,1,1,2,Moderate Risk
